effectName,shortDesc,fullDesc,activeDesc,TEST,indexNum,displayNum,player,accessible,inclusion,exemplarTheme,school,duration,rarity,component,inspiration,specFunc,Lite 120,Exemplar Inclusion,D#,Category,Scope,isAbjuration,isChronomancy,isConjuration,isDivination,isEnchantment,isEvocation,isIllusion,isNecromancy,isTransmutation,Cycle
A Simple Wager,"You and target opponent each exile a card from hand. Flip a coin.<z-fc></z-fc><ul><li>If you win the flip, you put both cards in your hand.</li><li>If you lose the flip, opponent puts both cards in their hand.</li></ul>",,,Flip,245,245,duel,TRUE,"lite, custom",,Divination,Instant,uncommon,,,,x,,275,Cards,"Player, Opponent",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mini-Haups,"Each player sacrifices one land, creature, and artifact.",,,DIFF,246,246,duel,TRUE,custom,,Evocation,Instant,common,,,,,,152,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
I'm a Lich Now,You get a Phylactery emblem.,"You get a Phylactery emblem with ""If your life total would be reduced to 0, sacrifice Phylactery: your life total becomes 10, choose 1 creature and 1 land, sacrifice all other permanents you control, discard your hand, shuffle your graveyard into your library, draw 7 cards.""",,DIFF,247,247,duel,TRUE,custom,,Necromancy,Instant,rare,Phylactery,,,,,207,Token,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
"Gonti, Why?!","Look at the top four cards of target opponent's library, exile one of them face down, then place the rest on the bottom of their library in a random order. For as long as that card remains exiled, you may look at it, you may cast it, and you may spend mana as though it were mana of any type to cast it.",,,DIFF,248,248,duel,TRUE,custom,,Divination,Ongoing,rare,,,,,,XX,Cards,"Player, Opponent",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Gambit,"You may discard a card at random. If you do, deal X damage to target creature or player, X is equal to the converted mana cost of the discarded card.",,,DIFF,249,249,duel,TRUE,"exemplar, custom",complexity,Evocation,Instant,common,,,,,c,367,Damage,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Antagonist's Choice,Reveal the top five cards of your library. Target opponent separates those cards into two face-up piles. Put one pile into your hand and the other into your graveyard.,,,DIFF,250,250,duel,TRUE,custom,,"Divination, Necromancy",Instant,rare,,,,,,348,Cards,"Player, Opponent",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
Super Generosity,"All players search their libraries for up to three basic lands and put them into play tapped, then shuffle their library.",,,DIFF,251,251,duel,TRUE,"lite, exemplar, custom",main,Divination,Instant,uncommon,,,,x,y,144,Cards,All,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Jace Bounce,Put target nonland permanent second from the top of its owner's library face up.,,,DIFF,252,252,duel,TRUE,"exemplar, custom",main,Abjuration,Instant,common,,,,,y,326,Cards,Player,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
It's Dangerous to Go Alone,Create a Hylian Hero.,Create a 2/3 green Hylian Hero creature token with first strike.,,DIFF,253,253,duel,TRUE,custom,,Conjuration,Instant,uncommon,Hylian Hero,,,,,331,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Reference
Take This,Create a Master Sword.,"Create a colourless Master Sword artifact equipment token with ""Equip <z-is>2</z-is>."" and ""Equipped creature gains +3/+2 and menace.""",,DIFF,254,254,duel,TRUE,custom,,Conjuration,Instant,rare,Master Sword,,,,,332,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Reference
Cake or Death,Choose one—<ul><li>Gain 5 life.</li><li>Deal 5 damage divided as you choose among any number of creatures or players.</li></ul>,,,chOICE,255,255,duel,TRUE,custom,,Necromancy,Instant,uncommon,,,,,,046,Life,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Player Choice
Pern,Create a Dragonrider. Target opponent creates 1d3 Thread.,Create a 3/3 red Dragonrider creature token with flying and first strike. Target opponent creates <z-rb>1d3</z-rb> 1/1 black Thread creature tokens with flying and deathtouch.,,DIFF,256,256,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,rare,"Dragonrider, 3x Thread",,,,t,290,Token,"Player, Opponent",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Reference
Sneak Peek,Scry 2. Draw a card.,,,DIFF,257,257,duel,TRUE,"lite, exemplar, custom",main,Divination,Instant,common,,,,x,y,097,Cards,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Visual
Urza's Vision Plan,Look at target opponent's hand. Draw a card.,,,DIFF,258,258,duel,TRUE,"lite, custom",,Divination,Instant,common,,,,x,,079,Cards,"Player, Opponent",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Visual
Goblin Optometrist,Look at the top three cards of target opponent's library. Return them in the same order or shuffle opponent's library.,,,DIFF,259,259,duel,TRUE,"lite, exemplar, custom",main,"Divination, Illusion",Instant,common,,,,x,y,286,Cards,"Player, Opponent",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Visual
Q Branch Gadget,"Put a first strike, skulk, or hexproof counter on target creature.",,,DIFF,260,260,duel,TRUE,custom,,Transmutation,Instant,uncommon,,,,,,004,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Bond
Q Branch Gizmo,"Put a trample, flying, or menace counter on target creature.",,,DIFF,261,261,duel,TRUE,custom,,Transmutation,Instant,uncommon,,,,,,008,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Bond
Colour Enhancement,Choose a colour. Creatures of chosen colour gain +2/+2 until end of turn.,,,DIFF,262,262,duel,TRUE,"lite, custom",,Transmutation,Turn,common,,,,x,,279,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Buff
Kindred Enhancement,Choose a creature type. Creatures of the chosen type gain +2/+2 until end of turn.,,,DIFF,263,263,duel,TRUE,"lite, custom",,Transmutation,Turn,common,,,,x,,257,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Buff
"Swords, Plows, Whatever",Exile target creature. The creature's controller gains life equal to twice its power.,,,DIFF,264,264,duel,TRUE,"lite, exemplar, custom",badthings,Necromancy,Instant,common,,,,x,x,158,Life,Creature,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Creature Wipe,Destroy all creatures.,,,DIFF,265,265,duel,TRUE,"exemplar, custom",badthings,Evocation,Instant,uncommon,,,,,x,003,Destruction,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Creature Bounce,Return all creatures to their owner's hand.,,,DIFF,266,266,duel,TRUE,"exemplar, custom",badthings,Abjuration,Instant,uncommon,,,,,x,342,Cards,All,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Creature Purge,Exile all creatures.,,,DIFF,267,267,duel,TRUE,custom,,Abjuration,Instant,uncommon,,,,,,136,Destruction,All,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Creature Replication,Each player creates a token copy of each non-legendary creature they control.,,,DIFF,268,268,duel,TRUE,custom,,Conjuration,Instant,rare,,,,,,114,Token,All,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Creature Mirror,"Choose an unchosen opponent. Create a token copy of one non-legendary, nontoken creature that opponent controls. That opponent may copy this effect and choose a new unchosen player.",,,DIFF,269,269,duel,TRUE,custom,,Conjuration,Instant,rare,,,,,,138,Token,All,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Aston-Martin,Create an Aston Martin.,"Create a 4/3 colourless Aston Martin artifact vehicle token with haste, first strike, and ""Crew 1"".",,DIFF,270,270,duel,TRUE,custom,,Conjuration,Instant,rare,Aston Martin,,,,,005,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bond
License to Kill,Create a Bond.,"Create a 1/1 black Bond creature token with hexproof, undying, and ""<z-is>t</z-is>: Destroy target tapped creature.""",,DIFF,271,271,duel,TRUE,"exemplar, custom",main,Conjuration,Instant,uncommon,Bond,,,,y,007,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bond
Visit from the Doctor,Target creature phases out.,,,DIFF,272,272,duel,TRUE,"exemplar, custom",main,Illusion,Instant,common,,,,,y,203,Buff,Creature,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
Doctor's Visit,Destroy all auras that do not share a controller with their target.,,,DIFF,273,273,duel,TRUE,custom,,Abjuration,Instant,uncommon,,,,,,374,Destruction,All,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Power Choice,Target opponent chooses one—<ul><li>Creatures you control gain +1/+0 until end of turn.</li><li>Creatures you control gain +0/+1 until end of turn.</li></ul>,,,chOICE,274,274,duel,TRUE,custom,,Transmutation,Turn,common,,,,,,047,Buff,"Player, Opponent",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Hand Transplant,Trade hands with target opponent.,,,DIFF,275,275,duel,TRUE,"lite, exemplar, custom",main,Enchantment,Instant,rare,,,,x,y,381,Meta,"Player, Opponent",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Foreign Exchange Program,Exile all creatures you control. Gain control of all creatures target opponent controls. Return all exiled creatures to the battlefield under their control.,,,DIFF,276,276,duel,TRUE,custom,,"Illusion, Enchantment",Instant,rare,,,,,,217,Cards,"Player, Opponent",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
House Swap,Exchange control of all creatures you control and all creatures controlled by target opponent.,,,DIFF,277,277,duel,TRUE,"lite, exemplar, custom",main,Enchantment,Instant,uncommon,,,,x,y,118,Control,"Player, Opponent",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Temporary Visa,Exchange control of all token creatures you control and all token creatures controlled by target opponent.,,,DIFF,278,278,duel,TRUE,custom,,Enchantment,Instant,uncommon,,,,,,309,Control,"Player, Opponent",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Bottled Counterspell,Create a Counter Bottle.,"Create a colourless Counter Bottle artifact token with ""Sacrifice Counter Bottle: Counter target spell."".",,DIFF,279,279,duel,TRUE,"exemplar, custom",tokenizer,"Conjuration, Abjuration",Instant,uncommon,Counter Bottle,,,,t,045,Token,Player,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Bottled Lightning,Create a Lightning Bottle.,"Create a colourless Lightning Bottle artifact token with ""Sacrifice Lightning Bottle: Deal 3 damage to target creature or player.""",,DIFF,280,280,duel,TRUE,"exemplar, custom",tokenizer,"Conjuration, Evocation",Instant,uncommon,Lightning Bottle,,,,t,112,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Bottled Health,Create a Health Bottle.,"Create a colourless Health Bottle artifact token with ""Sacrifice Health Bottle: Gain 3 life or prevent 3 damage to target creature or player.""",,DIFF,281,281,duel,TRUE,"exemplar, custom",tokenizer,"Conjuration, Necromancy, Abjuration",Instant,uncommon,Health Bottle,,,,t,346,Token,Player,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Mime Round,"Until the start of your next turn, whenever a player speaks, they lose 1 life for each word spoken.",,"Whenever a player speaks, they lose 1 life for each word spoken.",DIFF,282,282,duel,TRUE,"exemplar, custom",main,Enchantment,Round,uncommon,Reminder,,,,y,197,Damage,All,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Motion Sensor,Create a Motion Sensor.,"Create a colourless Motion Sensor artifact token with ""Target player balances Motion Sensor on target hand. If Motion Sensor falls off the hand, sacrifice Motion Sensor and that player loses 3 life."".",,DIFF,283,283,duel,FALSE,custom,,Conjuration,Instant,uncommon,Motion Sensor,,,,,378,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Professor Marvel,Create a Crystal Ball.,"Create a colourless Crystal Ball artifact token with ""Pay 3 life: Choose target player. That player's hand is revealed until a new target for Crystal Ball is chosen. Any player may activate this ability.""",,DIFF,284,284,duel,TRUE,"exemplar, custom",tokenizer,"Conjuration, Divination",Instant,uncommon,Crystal Ball,,,,t,293,Token,Player,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Playing Politics,"Exile up to two creatures, two artifacts, and two lands controlled by opponents. Return each exiled card to the battlefield under an opponent's control.",,,DIFF,285,285,multi,TRUE,custom,,"Abjuration, Conjuration",Instant,rare,,,,,,151,Cards,All,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
The Highest of Fives,"Each player may high five the player to both sides of them. If they do not, they lose 5 life.",,,DIFF,286,286,multi,FALSE,"exemplar, custom",main,"Enchantment, Necromancy",Instant,uncommon,,,,,y,226,Wacky,All,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
Joseph Heller,Target player becomes Major Major Major Major.,Target player becomes Major Major Major Major and must be referred to by that full name and saluted whenever addressed directly until the end of the game. Other players who does not use the full name or salute mills 1.,Address and salute Major Major Major Major or mill 1.,DIFF,287,287,duel,FALSE,custom,,"Transmutation, Abjuration",Ongoing,rare,Reminder,,,,,022,Wacky,All,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Brrrrt,Create an A-10 Warthog. Create Captain Kim Campbell.,"Create a 4/6 colourless A-10 Warthog artifact vehicle token with flying, vigilance, 30 mm GAU-8 Avenger rotary cannon, depleted uranium rounds, titanium armour plating and ""Crew 2"". Create a 2/1 white Captain Kim Campbell creature token with ""Whenever Captain Kim Campbell crews a Vehicle, it gains indestructible until end of turn."".",,DIFF,288,288,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,rare,"A-10 Warthog, Captain Kim Campbell",,,,t,288,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Grunts,Create 1d8 Orc Marines.,Create <z-rb>1d8</z-rb> 3/1 red/black Orc Marine creature tokens with reach.,,DIFF,289,289,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,common,Orc Marine,,,,t,092,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Negaverse,"Until the start of your next turn, all creatures' power and toughness are switched.",,Creatures' power and toughness are switched.,DIFF,290,290,duel,TRUE,"exemplar, custom",main,Transmutation,Round,uncommon,Reminder,,,,y,021,Buff,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Mox Lotus,Add infinite colourless mana to your mana pool at the start of your first main phase.,,,DIFF,291,291,duel,TRUE,"exemplar, custom",main,Evocation,Turn,rare,,,,,y,365,Wacky,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Blue in the Face,Have a breath holding contest with target opponent. Winner draws two cards. Loser discards two cards.,,,DIFF,292,292,duel,FALSE,custom,,"Divination, Abjuration",Instant,uncommon,,,,,,352,Wacky,"Player, Opponent",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
What Happened to the Moon?,"Exile target nontoken creature you own. Return exiled creature to play at the beginning of your upkeep on your turn X of the next game you play with the same opponent, where X is the removed creature's converted mana cost.",,,DIFF,293,293,duel,TRUE,custom,,"Chronomancy, Illusion",Instant,rare,,,,,,361,Meta,Player,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
Party Bob,"Each player reveals the top card of their library, loses life equal to that card's converted mana cost, then puts that card in their hand.",,,DIFF,294,294,duel,TRUE,custom,,Divination,Instant,common,,Paul V,,,,191,Damage,All,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Evolution,"You may sacrifice a creature. If you do, search your library for a creature card of the same colour and put that card into play, then shuffle your library.",,,DIFF,295,295,duel,TRUE,custom,,"Necromancy, Divination",Instant,uncommon,,,,,,087,Tutor,Player,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
BSOD,"Return all blue creatures to their owner's hand. Until end of game, all creatures are blue in addition to their other colours.",,,DIFF,296,296,duel,TRUE,custom,,"Abjuration, Transmutation",Instant,uncommon,Reminder,,,,,382,Cards,All,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Standard Bearer,"Put a ""Every spell and ability that can target this creature must target this creature."" counter on target creature.",,,DIFF,297,297,duel,TRUE,"exemplar, custom",complexity,Transmutation,Instant,common,,,,,c,253,Buff,Target,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Crown Please,You become the monarch. Put a +1/+1 counter on yourself.,,,DIFF,298,298,duel,TRUE,"lite, exemplar, custom",main,Transmutation,Instant,common,,,,x,y,172,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Usurp,Target opponent becomes the monarch.,,,DIFF,299,299,duel,TRUE,"lite, custom",,Transmutation,Instant,common,,,,x,,224,Buff,Opponent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Chaos Ward,"Put a ""Protection from Chaos"" counter on target creature.",,,DIFF,300,300,duel,TRUE,"exemplar, custom",main,Abjuration,Instant,common,,,,,y,174,Buff,Target,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Rekt,Exile target artifact or land.,,,DIFF,301,301,duel,TRUE,"exemplar, custom",badthings,Evocation,Instant,common,,,,,x,184,Destruction,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Group Life,Gain 1 life for each creature in play.,,,DIFF,302,302,duel,TRUE,"lite, exemplar, custom",main,Necromancy,Instant,uncommon,,,,x,y,245,Life,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Regrowth,Return target card from your graveyard to your hand.,,,DIFF,303,303,duel,TRUE,"lite, exemplar, custom",main,Necromancy,Instant,common,,,,x,y,185,Cards,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Sorcerors' Day Camp,"Until the end of your turn, all creatures you control gain ""<z-is>t</z-is>: Deal 1 damage to target creature or player.""",,,DIFF,304,304,duel,TRUE,"exemplar, custom",prodigal,Transmutation,Turn,uncommon,,,,,p,104,Buff,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Blind Thief,Put the top card of target opponent's library on top of your library.,,,DIFF,305,305,duel,TRUE,"lite, exemplar, custom",main,Divination,Instant,common,,,,x,y,187,Cards,Opponent,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mana Salve,"Until the end of your turn, every time you tap a land for mana, gain 1 life.",,,DIFF,306,306,duel,TRUE,"lite, custom",,"Evocation, Necromancy",Turn,uncommon,,,,x,,091,Life,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
Mana Burn,"Until the end of your turn, mana pools do not empty at the end of each phase. At the beginning of your end step, each player loses 1 life for each unspent mana in their mana pool.",,,DIFF,307,307,duel,TRUE,custom,,Evocation,Turn,uncommon,,,,,,043,Life,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
